Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Music of the Spheres,"Let Somebody Go
(Single Version)","Shortened version of the song released as a single. Drums are featured in the first verse, which are absent from the album version.",3:32,"Mar 4, 2022",Single,Yes,Spotify
Music of the Spheres,"Let Somebody Go
(Piano Version)",Acoustic version of the song released as a single.,4:09,"Mar 18, 2022",Single,Yes,Spotify
Music of the Spheres,"Humankind
(Live in Mexico City)",Charity single released for Earth/Percent X Earth Day's 2022 compilation album. Bandcamp exclusive.,4:47,"Apr 22, 2022",Single,No,FLAC File
Music of the Spheres,"Biutyful
(Music Video Version)",Features an extended outro (likely inspired by the demos of the song) and a 'hidden' remix as a joke.,5:00,"Jul 6, 2022",Other,No,YouTube
Music of the Spheres,"Let Somebody Go
(Live at River Plate) (feat. H.E.R.)",Charity single released for Earth/Percent X Earth Day's 2023 compilation album. Bandcamp exclusive. Piano version featuring H.E.R. playing a guitar solo.,5:24,"Apr 21, 2023",Single,No,FLAC File
"10 Album Track(s)
9 Single(s)
1 Feature(s)
0 EP Track(s)
2 B-Side(s)
0 Promo Track(s)
4 Other","Music of the Spheres, Vol. 2:
Moon Music",,,,Other,,
Moon Music,"MOON MUSiC
(with Jon Hopkins)","The first and title track of Moon Music. The first half is a pitched down sample of Jon Hopkins' Forever Held, which was unreleased at the time. The second half is an instrumental piano piece named Elodie with vocals added on. Produced by Max Martin, co-written with Jon Hopkins.",4:36,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,feelslikeimfallinginlove,"Track 2 and the lead single of Moon Music. Originally stemmed from 2 songs called My Heart and FRNDZ, the latter of which turned into Man In The Moon. The song's title is all one word due to everything feeling 'whole' when you have love. Like My Heart, the song samples Funeral Singers by Sylvan Esso. Produced by MXM. Co-written with Apple Martin, Jon Hopkins, MXM & Tim Rutili.",3:56,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"WE PRAY
(feat. Little Simz, Burna Boy, Elyanna, TINI & The Love Choir)","Track 3 and the second single of Moon Music. The song has four main versions, three with each artist having their own verses minus Burna Boy, and another with an instrumental second verse. It was made with the intention of having a song with voices from all around the world. Produced by MXM and ILYA. Co-Written with MXM, ILYA, Jay-Z & Davide Rossi, who contributed strings.",3:53,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"JUPiTER
(feat. The Love Choir)","Track 4 of Moon Music. The song went through many different genres and styles, almost leading to it being scrapped, before settling with an acoustic rendition. It is heavily inspired by the LGBT community, with the chorus leading with 'I Love Who I Love'. An extended outro features 'Jupiter Outro' - a mini-track featuring elements of Jupiter's demos, leading into a snippet of 2 Aliens, a scrapped song. Produced by MXM and ILYA. Co-Written with Orlando Flemming, MXM, ILYA & Davide Rossi. Jacob Collier, Victoria Canal, H.E.R. and Moses Martin all contribute backing vocals.",4:00,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"GOOD FEELiNGS
(feat. Ayra Starr, Nile Rodgers, The Chainsmokers, & The Love Choir)","Track 5 of Moon Music. The song originated when The Chainsmokers came to the band with a loop they didn't want to use, which turned into a rough e-piano led demo. The band would then invite Nile Rodgers to jam on the studio, turning the song into a funk-pop stadium banger. Angel Moon makes her grand return for this song, singing backup vocals on the choruses. During early 2025, Elyanna sung Ayra Starr's parts on the MOTSWT. Produced by MXM and The Chainsmokers.",3:37,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"🌈
(ALiEN HiTS / ALiEN RADiO)","Track 6 of Moon Music. The song is a 3-part suite made up of mainly of Neon Forest and Angelsong, with elements of The Karate Kid, Sunshine, Opus 5, Man In The Moon and m.u.s.i.c. being spliced throughout. It is about different styles of music throughout the galaxy. Its name originally comes from 2009, likely meant to be included on Mylo Xyloto. Produced by MXM and Jon Hopkins. Co-Written with Kaori Muraji, Jon Hopkins, Max Martin, Maya Angelou (who's speech was sampled during Angelsong) & Devin Powers.",6:09,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"iAAM
(i AM A MOUNTAiN)","Track 7 of Moon Music. Originally written in 2019, Chris struggled to write the verses. Eventually they would be written using lyrics from an early version of JUPiTER. During early 2024 the song was performed at a soundcheck, sparking interest in what it could be. Included on FC25's soundtrack, allowing fans to hear the song early. Produced and co-written by MXM.",3:03,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"AETERNA
(feat. The Love Choir)","Track 8 of Moon Music. An snippet of an early demo was occasionally played during The Lightclub section of the MOTSWT. Seen in Chris' Moon Music Notebook, the song is confirmed to have a Part 2, which is also a prelude. Produced by MXM. Co-Written with MXM & Louis Cole (whose song was sampled). We Are KING, Jacob Collier, Jon Hopkins & Victoria Canal contribute backing vocals.",3:17,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,feelslikeimfallinginlove Pt. 2,Hidden track on AETERNA. Features the phrase 'I Love You' being repeated in an african language by Laura Mvula.,0:57,"Oct 4, 2024",Other,Yes,Spotify
Moon Music,ALL MY LOVE,"Track 9 and the third single of Moon Music. Confirmed to be Coldplay's final 'proper' single. The whole album was supposedly built around the song, going back to the style of the band's older music. During a show in early 2024, a comedian tried to climb onto the stage during Biutyful, the show's last song. Due to this Chris decided to debut the song to the world 4 months earlier than intended. Produced by MXM & ILYA. H.E.R. contributes backing vocals.",3:42,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,"ONE WORLD
(feat. The Love Choir, Brian Eno, and many more)","The 10th and final track of Moon Music. The song starts off with Chris repeating the phrase 'only one world' 6 times before over 100,000 voices hum 'one'. This was requested by the band in late 2023, where fans were invited to record vocals for the song. The song then breaks out into full band, ending with 'in the end it's just love'. Produced by MXM. Co-Written with MXM & Brian Eno. Around 120,000 unique vocals are featured.",5:12,"Oct 4, 2024",Album Track,Yes,Spotify
Moon Music,(unnamed melody),"Hidden track on ONE WORLD. Played around 30 seconds after ONE WORLD ends, the song is completely made up of lalalas over a retro beat. Apple Martin co-wrote the song and it was her idea. During Radio 1's Big Weekend in May 2024. Chris performed a song called 'Orange' using the beat and melody of this.",1:16,"Oct 4, 2024",Other,Yes,Spotify
Moon Music,"🪐 + Higher Power
(Live at River Plate)",Track 1 of the Tour Edition. Almost identical to the River Plate concert film with slightly different mixing to backing vocals.,4:21,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"Adventure of a Lifetime
(Live at River Plate)",Track 2 of the Tour Edition. Identical to the River Plate concert film.,4:40,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"Viva la Vida
(Live at River Plate)",Track 3 of the Tour Edition. Identical to the River Plate concert film.,4:29,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"Let Somebody Go
(with H.E.R.) (Live at River Plate)","Track 4 of the Tour Edition. Identical to the River Plate concert film. An alternate cut of this version was also previously released digitally and on a 7"" vinyl with another track on Earth Day to help raise funds for EarthPercent, a charity that deals with ecological and climate crises.",5:07,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"People of the Pride
(Live at River Plate)",Track 5 of the Tour Edition. Identical to the River Plate concert film.,3:45,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"My Universe
(with BTS) (Live at River Plate)",Track 6 of the Tour Edition. Identical to the River Plate concert film.,4:10,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"A Sky Full of Stars
(Live at River Plate)",Track 7 of the Tour Edition. Identical to the River Plate concert film.,10:09,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"Biutyful
(Live at River Plate)",Track 8 of the Tour Edition. Identical to the River Plate concert film.,4:00,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"feelslikeimfallinginlove
(Live 2024)","Track 9 of the Tour Edition. Identical to feelslikeimfallinginlive on the Full Moon edition (including its transition from Elodie, which was likely an oversight).",4:36,"Oct 4, 2024",Other,Yes,Spotify (Taken from the Full Moon edition of Moon Music)
Moon Music,"All My Love
(Live in Dublin)",Track 10 of the Tour Edition. Identical to its release on the ALL MY LOVE single.,4:06,"Oct 4, 2024",Other,Yes,Spotify (Taken from the Full Moon edition of Moon Music)
Moon Music,"MOON MUSiC
(Voice Memo)",Track 1 of the Notebook Edition. Rough version of Elodie.,1:49,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"feelslikeimfallinginlove
(Voice Memo)","Track 2 of the Notebook Edition. Features piano, a clicker/metronome track, studio discussion, and mumbled verses.",2:05,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"WE PRAY
(Voice Memo)",Track 3 of the Notebook Edition. Features very rough guitar fingerpicking and a whispered chorus at the end.,1:33,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"JUPiTER
(Voice Memo)","Track 4 of the Notebook Edition. The voice memo that allegedly saved Jupiter, this version just has Chris jamming on guitar with faint vocals. Rumoured to be re-recorded/overdubbed before release to make up for missing content.",1:29,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"GOOD FEELiNGS
(Voice Memo)",Track 5 of the Notebook Edition. Very rough demo of Good Feelings (2020). Features an altered version of The Race's guitar solo on piano.,1:03,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"ALiEN HiTS / ALiEN RADiO
(Voice Memo)",Track 6 of the Notebook Edition. Rough demo of Angelsong. Incorporates the pre-chorus of Love in a Lethal Dose.,1:21,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"iAAM
(Voice Memo)","Track 7 of the Notebook Editon. Features synths, studio discussion, and rough falsetto/mumbled vocals.",1:51,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"AETERNA
(Voice Memo)","Track 8 of the Notebook Edition. Piano only, following the melody of the vocals of the released version of the song.",1:07,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"ALL MY LOVE
(Voice Memo)",Track 9 of the Notebook Edition. Rough instrumental piano jam of the chorus on an electric keyboard.,1:02,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"ONE WORLD
(Voice Memo)",Track 10 of the Notebook Edition. Seemingly made on a loop on an electric keyboard. No vocals other than a choir VST on the electric keyboard.,1:39,"Oct 4, 2024",Other,No,FLAC File
Moon Music,"ALiEN HiTS / ALiEN RADiO
(Voice Memo) (Digital Version)","Track 6 of the digital Notebook Edition, replacing the Angelsong demo. Rough demo of Neon Forest, likely from 2020.",1:02,"Oct 10, 2024",Other,No,FLAC File
Moon Music,Elodie,"Track 1 of the Blue Moons. Properly released version of Elodie, being only piano.",2:46,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,feelslikeimfallinginlive,Track 2 of the Blue Moons. Live version of flifil recorded in Dublin - Aug 2024.,4:36,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,The Karate Kid,Track 3 of the Blue Moons. Finished after the album was done and later released as a promo single alongside All My Love. Inspired by the films of the same name - likely released to promote Karate Kid: Legends.,2:55,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,"We Pray
(Be Our Guest)","Track 4 of the Blue Moons. Second verse is instrumental - meant to encourage fans to write and record their own verse. A similar idea was reused on the MOTSWT, where local artists would sing their own verses.",3:53,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,Angelsong,Track 5 of the Blue Moons. Full uncut version of the song. First song to feature Will on lead vocals. Includes the 'Rainbow In The Clouds' speech by Maya Angelou.,4:22,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,"Jupiter
(Single Version)",Track 6 of the Blue Moons. Slightly different mix that runs 1 BPM faster. Lacks 'Jupiter Outro' and 2 Aliens at the end.,2:53,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,Man in The Moon,"Track 7 of the Blue Moons. Likely originally intended to be the lead single of the album. The song stemmed from another called FRNDZ, which allegedly features the same instrumental with different lyrics. Its originally scrapped music video was released in early 2025.",3:55,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,i Am A Mountain,"Track 8 of the Blue Moons. Acoustic piano version of iAAM, featuring Chris only.",3:07,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,"All My Love
(Live in Dublin)","Track 9 of the Blue Moons. Recorded in Dublin in August 2024. Piano version of the radio edit, which was released as a B-Side to the AML single.",4:06,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,"👋
(A Wave) (with Jon Hopkins)","Track 10 of the Blue Moons. Originally recorded in 2022, the song would be played throughout the MOTSWT as an outro/credit section before finally being released. The Love Choir, Jacob Collier, We Are KING & Victoria Collier all sing alongside Chris.",2:33,"Oct 6, 2024",Other,Yes,Spotify
Moon Music,"feelslikeimfallinginlove
(Single Version)",Unmixed version released as a single.,3:57,"Jun 21, 2024",Single,Yes,Spotify
Moon Music,"feelslikeimfallinginlove
(Lyric Video Version)",Single version with an extended outro.,4:22,"Jul 22, 2024",Other,No,YouTube
Moon Music,"WE PRAY
(Single Version)","Alternate version of the song released as a single. The final chorus is replaced with the previous ones, removing Elyanna's powerful vocals.",3:53,"Aug 23, 2024",Single,Yes,Spotify
Moon Music,"WE PRAY
(TINI Version)","Alternate version of the song featuring a verse by TINI in Spanish. This version of the song was exclusive to the WE PRAY CD and 7"" vinyl until September 6th, 2024.",3:53,"Aug 23, 2024",Single,Yes,Spotify
Moon Music,"WE PRAY
(Elyanna Version)","Alternate version of the song featuring a verse by Elyanna in Arabic. This version of the song was exclusive to the WE PRAY CD and 7"" vinyl until September 20th, 2024.",3:53,"Aug 23, 2024",Single,Yes,Spotify
Moon Music,"WE PRAY
(? Version)","Second verse is instrumental - meant to encourage fans to write and record their own verse. A similar idea was reused on the MOTSWT, where local artists would sing their own verses. This version of the song was exclusive to the WE PRAY CD and 7"" vinyl until October 6th, 2024.",3:53,"Aug 23, 2024",Single,Yes,Spotify (Taken from the Full Moon edition of Moon Music)
Moon Music,"WE PRAY
(Live at Glastonbury 2024)","Live version of the song recorded at Glastonbury in June 2024. This version of the song was exclusive to the WE PRAY CD and 7"" vinyl unti it was uploaded to YouTube by the BBC on September 3rd, 2024. While the mixing is different because it was done by the BBC and not Coldplay's team, it is still the exact same performance. Features live Elyanna & Little Sims vocals, with Burna Boy's and Chris' backing vocals done via playback.",4:21,"Aug 23, 2024",Other,No,FLAC File
Moon Music,"WE PRAY
(Elyanna Version) (Music Video)","Features more vocals from Elyanna throughout. Interpolated with a live recording from Dublin, which is also used for the Music Video itself.",3:56,"Sep 21, 2024",Other,No,YouTube
Moon Music,"WE PRAY
(Live in Dublin)",(technically) released as a bonus track exclusive to Moon Music's cinema events. Features all artists' verses and an extended outro.,5:30,"Oct 2, 2024",Other,No,MP3 File (recording)
Moon Music,"ALL MY LOVE
(Radio Edit)","Shortened version of the song released as a single. It also has two B-Sides, being alternate versions of the song.",3:11,"Oct 4, 2024",Single,No,FLAC File
Moon Music,ALL MY LOVE,Full album version of the song.,3:42,"Oct 4, 2024",Single,Yes,Spotify
Moon Music,"ALL MY LOVE
(Live in Dublin)",Track 9 of the Blue Moons. Recorded in Dublin in August 2024. Piano version of the radio edit.,4:06,"Oct 4, 2024",Other,Yes,Spotify
Moon Music,"The Karate Kid
(Music Video Version) (feat. Ralph Macchio)",Features a few vocals from Macchio.,3:22,"Nov 19, 2024",Other,No,YouTube
Moon Music,"Man in The Moon
(Music Video Version)","Features some edits made to complement the music video footage, including audio of a crowd dancing to the live performance of the song in the music video.",3:57,"Feb 6, 2025",Other,No,YouTube
Moon Music,"WE PRAY
(Jasleen Royal Version)",Alternate version of the song featuring a verse by Jasleen Royal in Hindi.,3:53,"Feb 14, 2025",Single,Yes,Spotify
Moon Music,"Stromae & Pomme - Ma Meilleure Ennemie
(feat. Coldplay & Elyanna)","Extended version of the original song, with this version featuring Coldplay. Chris has an extra verse and sings on the chorus. It is unclear if the rest of the band are featured. First official feature by Coldplay on a song. Elyanna also joins to perform backing vocals.",3:22,"Apr 4, 2025",Feature,Yes,Spotify
Moon Music,"WE PRAY
(TWICE Version)",Alternate version of the song featuring a verse by the K-Pop band TWICE in Korean. Features an alternate bridge sung by Chris rather than Burna Boy.,4:07,"Apr 17, 2025",Single,Yes,Spotify
"0 Album Track(s)
0 Single(s)
0 Feature(s)
0 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
0 Other","Music Of The Spheres, Vol. 3
(Animated Musical Film)",Note: Era not officially started and/or named by the band.,,"A 2024 interview with Rolling Stone states that one of the two remaining albums Coldplay plans on releasing will be the soundtrack to an ""an animated musical based on a story [Phil] Harvey and [Chris] Martin are writing together."" Little is known about this musical except that it will likely feature a song named Weirdo, as mentioned by Chris Martin on a podcast in 2021; Chris stated that it ""has been waiting to come out for a long time"" and considers it ""one of [the band's] best songs"".",Other,,
"0 Album Track(s)
0 Single(s)
0 Feature(s)
0 EP Track(s)
0 B-Side(s)
0 Promo Track(s)
0 Other",Coldplay (LP12),Note: Era not officially started and/or named by the band.,,"A 2024 interview with Rolling Stone states that one of the two remaining albums Coldplay plans on releasing will simply be called ""Coldplay"" and will act as ""a sort of homecoming to the band’s original sound."" According to this interview, the album's cover will be a 1999 photograph from the photographer of the Safety EP cover.",Other,,
Other,Embrace - Gravity,"Originally written to be released by Coldplay, but after Embrace accidentally deleted their whole album, the song was gifted to them. Coldplay's version would later be released as a B-Side to Talk.",4:40,"Aug 30, 2004",Production,Yes,Spotify
Other,Natalie Imbruglia - Lukas,"Originally written in 2007, planned for Coldplay's 4th album Viva La Vida. The song would allegedly later be in consideration for their 5th LP featuring Natalie Imbruglia, before being scrapped and given away to her.",3:50,"Oct 2, 2009",Production,Yes,Spotify
Other,Natalie Imbruglia - Fun,"Originally written during the Wedding Album sessions, the song was planned to feature Natalie Imbruglia on lead vocals with Chris harmonising, before being scrapped and given away to her.",4:22,"Oct 2, 2009",Production,Yes,Spotify
Other,Pentatonix - On My Way Home,"Originally written for A Head Full Of Dreams, but was scrapped and given away to Pentatonix.",3:15,"Sep 23, 2014",Production,Yes,Spotify
Other,Merry Clayton - Love Is A Mighty River,Originally written for the scrapped LP8 'The Lovers'. The song featured Merry Clayton before being given away to her. Chris sings backing vocals on the released version.,3:23,"Apr 9, 2021",Production,Yes,Spotify
Other,JIN - The Astronaut,This version of the song was written for JIN after being drafted into the army. The song's history is unclear but potentially dates back to 2011.,4:42,"Oct 28, 2022",Production,Yes,Spotify
